src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,avg_pkt_size,std_pkt_size,mean_iat,std_iat,max_iat,min_iat,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,avg_win,label
609,1017,15283.0,53.0,17.0,190.0,2.0,68.0,34.0,34.0,63.33333333,104.5003987,184.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1366,1018,443.0,49860.0,6.0,3414.0,5.0,361.0,242.0,6.0,682.8,1301.714331,2994.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,119.0,BENIGN
616,1017,51079.0,49666.0,6.0,50.0,1.0,6.0,6.0,6.0,16.66666667,24.58319209,45.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,252.0,BENIGN
610,1017,23684.0,53.0,17.0,247.0,2.0,74.0,37.0,37.0,82.33333333,102.8899088,198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1435,1011,80.0,53430.0,6.0,38.0,1.0,6.0,6.0,6.0,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,119.0,BENIGN
613,1669,50773.0,80.0,6.0,5234954.0,3.0,12.0,6.0,0.0,1744984.667,2990275.673,5197792.0,149.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
613,1017,52792.0,53.0,17.0,62178.0,4.0,136.0,34.0,34.0,12435.6,17368.31478,36075.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,1017,38517.0,53.0,17.0,282.0,2.0,70.0,35.0,35.0,94.0,70.36334273,175.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,1017,54978.0,53.0,17.0,157.0,2.0,68.0,34.0,34.0,52.33333333,75.3812532,139.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,2394,61103.0,80.0,6.0,50403.0,1.0,0.0,0.0,0.0,50403.0,0.0,50403.0,50403.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
607,2873,54031.0,443.0,6.0,6079233.0,6.0,327.0,233.0,0.0,675470.3333,1843936.019,5588052.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
1451,1013,443.0,47683.0,6.0,58.0,1.0,0.0,0.0,0.0,58.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,126.0,BENIGN
611,2574,50885.0,443.0,6.0,366409.0,7.0,702.0,485.0,0.0,30534.08333,54583.04624,121307.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
613,932,49995.0,443.0,6.0,10705.0,2.0,12.0,6.0,6.0,10705.0,0.0,10705.0,10705.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,BENIGN
605,782,34130.0,443.0,6.0,4063626.0,5.0,123.0,46.0,0.0,812725.2,1781694.901,3999783.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,360.0,BENIGN
607,937,54361.0,443.0,6.0,61089700.0,15.0,895.0,421.0,0.0,2106541.379,4104774.66,10000000.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
617,1388,2638.0,443.0,6.0,114554537.0,24.0,3486.0,991.0,0.0,2603512.205,4330356.99,10000000.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
606,1017,58076.0,53.0,17.0,61120.0,2.0,68.0,34.0,34.0,20373.33333,35282.4523,61114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1746,1013,443.0,33682.0,6.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6909.0,BENIGN
615,1669,43025.0,80.0,6.0,39598.0,1.0,0.0,0.0,0.0,39598.0,0.0,39598.0,39598.0,0.0,0.0,0.0,0.0,1.0,1.0,256.0,BENIGN
612,2612,59639.0,443.0,6.0,85.0,3.0,18.0,6.0,6.0,42.5,6.363961031,47.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,7947.0,BENIGN
612,1008,62310.0,53.0,17.0,61620842.0,2.0,90.0,47.0,43.0,20500000.0,35500000.0,61500000.0,23504.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,62432.0,53.0,17.0,30837.0,1.0,63.0,63.0,63.0,30837.0,0.0,30837.0,30837.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,48366.0,53.0,17.0,199.0,2.0,70.0,35.0,35.0,66.33333333,109.6965511,193.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,1017,58203.0,53.0,17.0,170.0,2.0,58.0,29.0,29.0,56.66666667,57.49202843,118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,61935.0,53.0,17.0,62031.0,1.0,44.0,44.0,44.0,62031.0,0.0,62031.0,62031.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60879.0,53.0,17.0,605841.0,2.0,123.0,80.0,43.0,201947.0,182800.0491,389274.0,24038.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60245.0,53.0,17.0,46498.0,1.0,39.0,39.0,39.0,46498.0,0.0,46498.0,46498.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60297.0,53.0,17.0,540.0,1.0,61.0,61.0,61.0,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,1044,50409.0,443.0,6.0,20592899.0,12.0,1791.0,597.0,0.0,980614.2381,2552507.935,9949872.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
823,1018,443.0,51138.0,6.0,3.0,2.0,12.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,364.0,BENIGN
613,1017,61151.0,53.0,17.0,48440.0,4.0,160.0,40.0,40.0,9688.0,14081.54929,31028.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
913,1011,80.0,50672.0,6.0,39076.0,2.0,12.0,6.0,6.0,39076.0,0.0,39076.0,39076.0,0.0,0.0,0.0,0.0,1.0,0.0,913.0,BENIGN
1561,1012,443.0,50886.0,6.0,54.0,1.0,0.0,0.0,0.0,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,114.0,BENIGN
606,1017,52025.0,53.0,17.0,148.0,2.0,72.0,36.0,36.0,49.33333333,79.38723659,141.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60636.0,53.0,17.0,48102.0,1.0,47.0,47.0,47.0,48102.0,0.0,48102.0,48102.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60549.0,53.0,17.0,416.0,1.0,53.0,53.0,53.0,416.0,0.0,416.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60761.0,53.0,17.0,60791.0,1.0,54.0,54.0,54.0,60791.0,0.0,60791.0,60791.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1017,63199.0,53.0,17.0,259.0,2.0,88.0,44.0,44.0,86.33333333,144.3410314,253.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
615,1017,47120.0,53.0,17.0,23816.0,2.0,68.0,34.0,34.0,7938.666667,13706.02518,23765.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
572,1011,443.0,52620.0,6.0,3.0,2.0,12.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,16384.0,BENIGN
611,2426,49403.0,443.0,6.0,42389103.0,88.0,3301.0,421.0,0.0,155271.4396,2381168.6,39300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
1271,1014,443.0,57537.0,6.0,53.0,1.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,1.0,1.0,126.0,BENIGN
611,217,49222.0,443.0,6.0,63497492.0,22.0,1337.0,437.0,0.0,1628140.821,10100000.0,63200000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
617,1669,3877.0,80.0,6.0,157.0,2.0,12.0,6.0,6.0,157.0,0.0,157.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,251.0,BENIGN
607,481,52725.0,443.0,6.0,7.0,1.0,6.0,6.0,6.0,2.333333333,1.154700538,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,BENIGN
617,2379,3856.0,443.0,6.0,61560864.0,16.0,965.0,586.0,0.0,1923777.0,3922732.176,10000000.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
610,761,58434.0,443.0,6.0,116424725.0,36.0,5547.0,2879.0,0.0,1712128.309,3717280.805,10000000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
956,1021,443.0,50853.0,6.0,63.0,1.0,6.0,6.0,6.0,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0,126.0,BENIGN
616,1017,54883.0,53.0,17.0,183.0,2.0,54.0,27.0,27.0,61.0,65.13831438,132.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,814,52198.0,465.0,6.0,2791510.0,17.0,1376.0,362.0,0.0,69787.75,278439.5664,1771857.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
616,591,52096.0,443.0,6.0,173915.0,6.0,4023.0,2920.0,0.0,14492.91667,18101.81188,38911.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
616,1017,55579.0,53.0,17.0,24358.0,2.0,72.0,36.0,36.0,8119.333333,14018.0834,24306.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,2923,123.0,123.0,17.0,64094138.0,2.0,96.0,48.0,48.0,21400000.0,36800000.0,63900000.0,94079.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,2722,3735.0,80.0,6.0,81496188.0,27.0,4005.0,435.0,0.0,1771656.261,3591879.418,10000000.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
613,1164,51529.0,443.0,6.0,79314.0,7.0,762.0,427.0,0.0,5287.6,9542.335315,23655.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
612,1008,61530.0,53.0,17.0,48557.0,1.0,48.0,48.0,48.0,48557.0,0.0,48557.0,48557.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,1017,47355.0,53.0,17.0,62333.0,2.0,62.0,31.0,31.0,20777.66667,35942.94837,62281.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,61340.0,53.0,17.0,181.0,2.0,82.0,41.0,41.0,60.33333333,62.77207447,128.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,653,33529.0,443.0,6.0,115750889.0,21.0,972.0,568.0,0.0,2967971.513,4541162.432,10000000.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
610,2924,123.0,123.0,17.0,64038930.0,2.0,96.0,48.0,48.0,21300000.0,36900000.0,64000000.0,38947.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
615,1017,34920.0,53.0,17.0,164363.0,2.0,86.0,43.0,43.0,54787.66667,94849.99176,164311.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60684.0,53.0,17.0,30963.0,1.0,44.0,44.0,44.0,30963.0,0.0,30963.0,30963.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,2992,45775.0,443.0,6.0,934469.0,34.0,605.0,303.0,0.0,12978.73611,38455.99238,153009.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
605,507,42756.0,443.0,6.0,182385.0,31.0,836.0,230.0,0.0,2989.918033,7676.640095,40211.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
1350,1012,80.0,48708.0,6.0,60.0,1.0,0.0,0.0,0.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,118.0,BENIGN
951,1011,443.0,54973.0,6.0,105.0,1.0,6.0,6.0,6.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,183.0,BENIGN
613,1017,51432.0,53.0,17.0,204.0,2.0,60.0,30.0,30.0,68.0,111.718396,197.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,437,123.0,123.0,17.0,16293.0,1.0,48.0,48.0,48.0,16293.0,0.0,16293.0,16293.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,144,62302.0,443.0,6.0,69715685.0,450.0,11773.0,258.0,0.0,59484.37287,1716525.664,58600000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
612,1008,60550.0,53.0,17.0,30928.0,1.0,46.0,46.0,46.0,30928.0,0.0,30928.0,30928.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1507,52391.0,443.0,6.0,116237539.0,20.0,895.0,458.0,0.0,3228820.528,4644502.367,10000000.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
613,1017,61367.0,53.0,17.0,59948.0,4.0,172.0,43.0,43.0,11989.6,25879.77124,58268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
615,206,60604.0,443.0,6.0,1.0,2.0,12.0,6.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
690,1011,443.0,52073.0,6.0,110.0,1.0,6.0,6.0,6.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,BENIGN
612,1008,62476.0,53.0,17.0,163491.0,1.0,54.0,54.0,54.0,163491.0,0.0,163491.0,163491.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1424,1014,443.0,57321.0,6.0,86.0,1.0,0.0,0.0,0.0,86.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0,126.0,BENIGN
612,1008,61471.0,53.0,17.0,46640.0,1.0,56.0,56.0,56.0,46640.0,0.0,46640.0,46640.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,1019,53070.0,42999.0,6.0,8371.0,15.0,19897.0,2896.0,0.0,418.55,1485.585565,6602.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
614,661,80.0,35972.0,6.0,777.0,1.0,0.0,0.0,0.0,777.0,0.0,777.0,777.0,0.0,0.0,0.0,0.0,1.0,1.0,227.0,BENIGN
610,2369,59115.0,443.0,6.0,4.0,2.0,12.0,6.0,6.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
611,2530,49419.0,443.0,6.0,40632663.0,13.0,1732.0,837.0,0.0,2031633.15,9003900.987,40300000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
617,1635,3645.0,80.0,6.0,144.0,2.0,12.0,6.0,6.0,144.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,BENIGN
605,1017,51872.0,53.0,17.0,48152.0,2.0,84.0,42.0,42.0,16050.66667,27797.10608,48148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,2090,54242.0,80.0,6.0,60640787.0,9.0,909.0,909.0,0.0,3567105.118,4903692.366,10000000.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
612,1008,62033.0,53.0,17.0,30614.0,1.0,75.0,75.0,75.0,30614.0,0.0,30614.0,30614.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1442,5353.0,5353.0,17.0,18.0,13.0,585.0,45.0,45.0,1.5,1.167748416,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,238,51658.0,443.0,6.0,115260389.0,22.0,787.0,332.0,0.0,2619554.295,4369283.915,9997105.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
310,1022,443.0,3097.0,6.0,5.0,3.0,43.0,31.0,6.0,2.5,2.121320344,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,BENIGN
616,1017,52383.0,53.0,17.0,191.0,2.0,96.0,48.0,48.0,63.66666667,105.0825073,185.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,1017,50874.0,53.0,17.0,251.0,2.0,64.0,32.0,32.0,83.66666667,60.91250556,154.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1655,60683.0,80.0,6.0,5617004.0,3.0,12.0,6.0,0.0,1872334.667,3222835.969,5593721.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
617,1017,58697.0,53.0,17.0,99676.0,2.0,64.0,32.0,32.0,33225.33333,57541.03723,99668.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,5560.0,53.0,17.0,184.0,2.0,86.0,43.0,43.0,61.33333333,103.6355795,181.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,882,41660.0,80.0,6.0,17004.0,2.0,0.0,0.0,0.0,17004.0,0.0,17004.0,17004.0,0.0,0.0,0.0,0.0,1.0,0.0,242.0,BENIGN
608,1773,38506.0,443.0,6.0,129.0,2.0,0.0,0.0,0.0,129.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,320.0,BENIGN
606,1017,62847.0,135.0,6.0,14848157.0,11.0,574.0,156.0,0.0,928009.8125,3695545.687,14800000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
613,2803,50514.0,443.0,6.0,185.0,2.0,12.0,6.0,6.0,185.0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,BENIGN
610,2972,59422.0,80.0,6.0,115870801.0,16.0,380.0,380.0,0.0,3995544.862,4855901.639,10000000.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
607,1017,49913.0,53.0,17.0,2310025.0,4.0,162.0,44.0,37.0,330003.5714,872899.693,2309554.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
885,1010,80.0,59573.0,6.0,3.0,1.0,6.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,946.0,BENIGN
612,1008,61459.0,53.0,17.0,48406.0,1.0,43.0,43.0,43.0,48406.0,0.0,48406.0,48406.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,569,37128.0,443.0,6.0,4.0,2.0,53.0,53.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,40544.0,BENIGN
605,1017,25226.0,53.0,17.0,205.0,2.0,82.0,41.0,41.0,68.33333333,113.1606528,199.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,1017,57482.0,53.0,17.0,224.0,2.0,104.0,52.0,52.0,74.66666667,45.32475409,127.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,61333.0,53.0,17.0,47994.0,1.0,51.0,51.0,51.0,47994.0,0.0,47994.0,47994.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
852,1013,80.0,49146.0,6.0,251.0,2.0,0.0,0.0,0.0,251.0,0.0,251.0,251.0,0.0,0.0,0.0,0.0,1.0,0.0,905.0,BENIGN
612,1008,60807.0,53.0,17.0,31398.0,1.0,57.0,57.0,57.0,31398.0,0.0,31398.0,31398.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,1017,50815.0,53.0,17.0,48711.0,4.0,276.0,69.0,69.0,9742.2,18935.73518,43375.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,1017,52055.0,53.0,17.0,92667.0,4.0,180.0,45.0,45.0,18533.4,28680.01918,65268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,1017,50898.0,53.0,17.0,208.0,2.0,92.0,46.0,46.0,69.33333333,36.95041723,112.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
405,1009,443.0,54276.0,6.0,110.0,1.0,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,1.0,1.0,520.0,BENIGN
444,1022,443.0,1741.0,6.0,7631.0,5.0,436.0,317.0,6.0,1526.2,1992.041842,3947.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,343.0,BENIGN
609,1669,41590.0,80.0,6.0,6001514.0,3.0,0.0,0.0,0.0,2000504.667,3432854.564,5964366.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
607,1938,53173.0,80.0,6.0,182857.0,3.0,433.0,427.0,0.0,26122.42857,42593.94317,116269.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
1656,1020,443.0,51447.0,6.0,38.0,1.0,6.0,6.0,6.0,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,BENIGN
617,1017,49958.0,53.0,17.0,80812.0,2.0,62.0,31.0,31.0,26937.33333,46563.2996,80704.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,57987.0,53.0,17.0,366089.0,4.0,148.0,37.0,37.0,73217.8,147186.7787,335442.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1017,61920.0,53.0,17.0,140.0,2.0,70.0,35.0,35.0,46.66666667,75.63288526,134.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,61808.0,53.0,17.0,60013667.0,3.0,173.0,71.0,47.0,12000000.0,16300000.0,31300000.0,61609.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1701,1011,443.0,52099.0,6.0,999970.0,2.0,12.0,6.0,6.0,999970.0,0.0,999970.0,999970.0,0.0,0.0,0.0,0.0,1.0,0.0,6048.0,BENIGN
612,1008,60932.0,53.0,17.0,31401392.0,2.0,113.0,74.0,39.0,10500000.0,18000000.0,31300000.0,53396.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1032,1012,443.0,33848.0,6.0,245.0,3.0,77.0,46.0,0.0,61.25,62.56396727,150.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,122.0,BENIGN
608,2605,41770.0,443.0,6.0,49624.0,3.0,43.0,31.0,6.0,24812.0,35064.01107,49606.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,322.0,BENIGN
617,2581,4649.0,443.0,6.0,4860444.0,7.0,1146.0,565.0,0.0,347174.5714,1232910.321,4629323.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
367,1019,51310.0,80.0,6.0,33.0,1.0,0.0,0.0,0.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,1444.0,Web Attack ï¿½ Brute Force
612,1008,62019.0,53.0,17.0,138279.0,1.0,53.0,53.0,53.0,138279.0,0.0,138279.0,138279.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1017,49921.0,53.0,17.0,78125.0,4.0,188.0,47.0,47.0,11160.71429,19087.39471,43399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
424,1009,443.0,38542.0,6.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,349.0,BENIGN
613,1692,49478.0,443.0,6.0,141.0,2.0,12.0,6.0,6.0,141.0,0.0,141.0,141.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,BENIGN
844,1011,80.0,52834.0,6.0,43.0,1.0,6.0,6.0,6.0,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,946.0,BENIGN
613,1017,62833.0,53.0,17.0,50303.0,4.0,132.0,33.0,33.0,10060.6,14335.04989,30775.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1796,50076.0,80.0,6.0,61023101.0,11.0,3515.0,2119.0,0.0,2773777.318,4501816.624,10000000.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
1745,1014,443.0,33741.0,6.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5129.0,BENIGN
454,1011,443.0,55409.0,6.0,3.0,2.0,12.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,373.0,BENIGN
617,882,3443.0,80.0,6.0,2337.0,2.0,12.0,6.0,6.0,2337.0,0.0,2337.0,2337.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,BENIGN
608,1017,30454.0,53.0,17.0,53290.0,2.0,74.0,37.0,37.0,17763.33333,30761.79969,53284.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
